source_ID,source_text,target_ID,target_text,relation,source_type,target_type,file_name,type_pair
B11,rule fall outset; rule fall scope; they be adopt technique; they produce effect; they produce law,B7,approach disregard law;  cite paragraph; existence entail mitigation; which be include budget,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B12,sideration apply regard;  lay rule;  apply undertaking; derogation be make undertaking; which achieve result;  bin rule;  bin way; application result burden,B7,approach disregard law;  cite paragraph; existence entail mitigation; which be include budget,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B15,decision identify regime; decision identify framework; panie be favour ,B13, criticise commission;  criticise paragraph;  criticise number;  demonstrate existence;  to identify framework;  to identify decision;  establish existence,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B14,court hold regard; commission examine existence; commission examine light; which apply undertaking,B15,decision identify regime; decision identify framework; panie be favour ,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B17, govern matter; it fall petence;  have autonomy;  to designate basis;  to spread burden;  to spread factor; court hold paragraph,B16,court hold ; commission do demonstrate standard; commission do demonstrate decision; panie enjoy advantage; panie enjoy light;  cite paragraph,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B27,which stitute group; which stitute regard;  adopt reform; panie avoid taxation; panie avoid account; fact give reason; panie enjoy advantage,B16,court hold ; commission do demonstrate standard; commission do demonstrate decision; panie enjoy advantage; panie enjoy light;  cite paragraph,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B19, to recall feature;  describe paragraph,B21, outline paragraph;  bin basis; they be found criterion; regime discriminate panie; regime discriminate regard;  to introduce system;  establish gibraltar,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B20, to make profit;  be cap 15;  provide taxation,B21, outline paragraph;  bin basis; they be found criterion; regime discriminate panie; regime discriminate regard;  to introduce system;  establish gibraltar,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B22, combine basis; combine result taxation; combine result absence;  accord number; combine exclude taxation; combine exclude outset; they have employee; they do occupy property,B21, outline paragraph;  bin basis; they be found criterion; regime discriminate panie; regime discriminate regard;  to introduce system;  establish gibraltar,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B23, accord law;  cite paragraph;  result application;  to establish selectivity,B24, form basis; which be adopt system;  be recognise advantage;  to characterise undertaking;  to characterise virtue;  to characterise category; regime to be describe ;  favour undertaking;  favour meaning,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B24, form basis; which be adopt system;  be recognise advantage;  to characterise undertaking;  to characterise virtue;  to characterise category; regime to be describe ;  favour undertaking;  favour meaning,B27,which stitute group; which stitute regard;  adopt reform; panie avoid taxation; panie avoid account; fact give reason; panie enjoy advantage,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B25,,B27,which stitute group; which stitute regard;  adopt reform; panie avoid taxation; panie avoid account; fact give reason; panie enjoy advantage,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B26,it should be observe ; panie be tax ; basis be design ; which have employee; which do occupy premise; panie have base; panie have basis;  adopt reform,B27,which stitute group; which stitute regard;  adopt reform; panie avoid taxation; panie avoid account; fact give reason; panie enjoy advantage,support,prem,prem,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-prem
B6, cite paragraph,B29, found point; judgment must be set basis,support,prem,conc,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-conc
B7,approach disregard law;  cite paragraph; existence entail mitigation; which be include budget,B29, found point; judgment must be set basis,support,prem,conc,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-conc
B13, criticise commission;  criticise paragraph;  criticise number;  demonstrate existence;  to identify framework;  to identify decision;  establish existence,B29, found point; judgment must be set basis,support,prem,conc,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-conc
B16,court hold ; commission do demonstrate standard; commission do demonstrate decision; panie enjoy advantage; panie enjoy light;  cite paragraph,B29, found point; judgment must be set basis,support,prem,conc,A2011_European Commission (C-106_09 P) and Kingdom of Spain (C-107_09 P) v Government of Gibraltar and United Kingdom of Great Britain and Northern Ireland.xml,prem-conc
A2,first abolish ; first prohibit action; treaty place jurisdiction; second intend ;  to prevent distortion; exercise entail ;  see banks,A3,court deduce this; cs er measure; states may adopt text;  take states; which apply industry;  have repercussion;  see banks,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A6,court have hold ; which allow granting;  refer cs; indent do distinguish aid; which apply it; which apply result,A7,court hold ; rate stitute aid; which have ;  to be authorise commission;  to be authorise cs; it cerne company;  see commission,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A1,it must be hold ; cs prohibit granting;  draw distinction;  disburse scheme; cs refer aid; cs refer respect; cs refer favour; commission may authorise ; they suffer disadvantage; they suffer measure,A9,it must be hold ; cs apply aid;  pay undertaking;  pay scheme,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A3,court deduce this; cs er measure; states may adopt text;  take states; which apply industry;  have repercussion;  see banks,A9,it must be hold ; cs apply aid;  pay undertaking;  pay scheme,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A4,court have hold ;  take cs; cs declare ; cs abolish ;  prohibit steenkolenmijnen;  prohibit limburg,A9,it must be hold ; cs apply aid;  pay undertaking;  pay scheme,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A5,court have hold ; author decide cs;  grant state;  grant form; subsidy should be abolish ; subsidy prohibit ; author declare cs;  having be authorise commission; company be allow subject;  recommend commission;  remedy effect,A9,it must be hold ; cs apply aid;  pay undertaking;  pay scheme,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A7,court hold ; rate stitute aid; which have ;  to be authorise commission;  to be authorise cs; it cerne company;  see commission,A9,it must be hold ; cs apply aid;  pay undertaking;  pay scheme,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A8, fall scope; aid have effect; company stitute aid;  grant scheme,A9,it must be hold ; cs apply aid;  pay undertaking;  pay scheme,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A11, to have repercussion;  to have industry;  to have meaning; company stitute aid,A10,government claim ;  undermine effectiveness,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A9,it must be hold ; cs apply aid;  pay undertaking;  pay scheme,A13,it follow ; court do error; commission be entitle ; cs apply company,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A10,government claim ;  undermine effectiveness,A13,it follow ; court do error; commission be entitle ; cs apply company,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A12,it be test ; that fall scope; company do stitute measure;  fall scope,A13,it follow ; court do error; commission be entitle ; cs apply company,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
A13,it follow ; court do error; commission be entitle ; cs apply company,A14,limb can not succeed ; limb must be reject ,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
B1,it must be hold ;  set relation,B2,limb must be reject ,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
C1,it must be hold ; that fall treaty; analysis can not affect interpretation,C2,limb must be reject ,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
D8,court do error; company ply obligation,D1,salzgitter submit ; company mitte error;  allege failure;  to state reason; plea have ,attack,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
D2,,D8,court do error; company ply obligation,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
D3, accord law;  relate ec; which can be apply cs;  require act; statement must disclose reasoning; statement must disclose fashion;  follow institution; which adopt measure; which adopt way;  to enable person;  to ascertain reason;  to enable court;  to carry review,D8,court do error; company ply obligation,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
D4,reasoning to go fact; statement meet requirement; question must be assess regard;  govern matter;  see c501/00;  see spain,D8,court do error; company ply obligation,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
D5,court hold ; review show ; obligation be ply decision,D8,court do error; company ply obligation,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
D6, justify application; analysis be set paragraph,D8,court do error; company ply obligation,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
D7,commission provide account;  lay codes;  lay force,D8,court do error; company ply obligation,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
D8,court do error; company ply obligation,D9, allege failure;  to state reason; decision be base ; plea must be reject ,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
E1, submit response;  formulate court;  formulate letter; commission have opportunity;  to describe development;  to describe light;  apply aid;  pay scheme;  to express view,E3,court do give opportunity;  to discuss question; claim must be dismiss ,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
E2,commission state ; article lay obligation;  to number aid;  pay zrfg,E3,court do give opportunity;  to discuss question; claim must be dismiss ,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
E3,court do give opportunity;  to discuss question; claim must be dismiss ,E4,plea must be reject ,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
F1,it must be recall ;  hold paragraph; court do number mit; court do number error;  ere decision; company fall scope;  lay cs,F2,republic can not rely authorisation;  grant commission,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F3, regard reasoning; adoption stitute withdrawal;  to object application; which lead uncertainty; company cerne zrfg; it must be hold ; ec state ; provision shall affect provision;  regard right;  lay treaty,F4,it follow this;  enact basis; treaty can not produce effect; treaty can not produce area; that fall scope;  see case;  see effect,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F3, regard reasoning; adoption stitute withdrawal;  to object application; which lead uncertainty; company cerne zrfg; it must be hold ; ec state ; provision shall affect provision;  regard right;  lay treaty,F5,provision apply alternative; provision apply situation; there be rule;  see case,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F4,it follow this;  enact basis; treaty can not produce effect; treaty can not produce area; that fall scope;  see case;  see effect,F6,article prohibit aid; number withdraw decision,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F5,provision apply alternative; provision apply situation; there be rule;  see case,F6,article prohibit aid; number withdraw decision,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F7,court find ; adoption lead ambiguity; it must be hold ; article provide ; there be obligation;  to inform commission;  to inform plan;  to grant aid;  to grant scheme; it have take decision; it have take treaty,F10,it follow ; commission submit ; article provide ; there be obligation;  to number aid; that might be grant zrfg; company come force,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F8,treaty do distinguish aid,F10,it follow ; commission submit ; article provide ; there be obligation;  to number aid; that might be grant zrfg; company come force,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F8bis,cs prohibit aid;  grant states;  grant form,F10,it follow ; commission submit ; article provide ; there be obligation;  to number aid; that might be grant zrfg; company come force,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F9,court have hold ; patibility can be assess text; patibility can be assess light; it be pay commission,F10,it follow ; commission submit ; article provide ; there be obligation;  to number aid; that might be grant zrfg; company come force,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
F2,republic can not rely authorisation;  grant commission,F11,company mitte error; adoption lead withdrawal;  grant decision; article do make ; application be ere obligation;  to number plan;  lay article,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
F6,article prohibit aid; number withdraw decision,F11,company mitte error; adoption lead withdrawal;  grant decision; article do make ; application be ere obligation;  to number plan;  lay article,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
F10,it follow ; commission submit ; article provide ; there be obligation;  to number aid; that might be grant zrfg; company come force,F11,company mitte error; adoption lead withdrawal;  grant decision; article do make ; application be ere obligation;  to number plan;  lay article,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
G2,it must be hold ;  follow judgment;  breach principle; there be need; commission have knowledge; commission have end; latter dispute ,G1, annul part;  relate obligation;  to recover aid;  receive salzgitter; court hold ; commission have know aid; commission have know end;  give 1998; it do react ;  take decision; it have breach principle,attack,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G3,court have hold ; legislature have lay period; requirement have effect;  prevent commission;  delay exercise;  see geigy;  see effect; aid fall scope,G8,it follow ; legislature have lay period; commission can not delay exercise,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G4,it must be hold ; aid fall scope;  lay rule; lay provide ; commission have information; commission have possession;  regard aid;  to examine information;  to examine delay,G8,it follow ; legislature have lay period; commission can not delay exercise,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G5,article provide ;  begin day; it be grant ,G8,it follow ; legislature have lay period; commission can not delay exercise,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G6, state recital; period have be establish reason,G8,it follow ; legislature have lay period; commission can not delay exercise,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G7,rule do apply ; they be base domain; they be base requirement,G8,it follow ; legislature have lay period; commission can not delay exercise,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G8,it follow ; legislature have lay period; commission can not delay exercise,G11,it follow above; aid be grant treaty;  exercise power;  order recovery; delay do render ; which show ; commission fail ; commission breach duty,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G9,it must be forget ;  supervise aid; aid have be grant ; ification entertain expectation; it have be grant pliance,G11,it follow above; aid be grant treaty;  exercise power;  order recovery; delay do render ; which show ; commission fail ; commission breach duty,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G10,it must be take sideration; nature set it; nature set regime;  see respect,G11,it follow above; aid be grant treaty;  exercise power;  order recovery; delay do render ; which show ; commission fail ; commission breach duty,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G11,it follow above; aid be grant treaty;  exercise power;  order recovery; delay do render ; which show ; commission fail ; commission breach duty,G12,court be entitle ; beneficiary can rely principle;  to support action;  order recovery; it apply principle; it apply case; it fail ; commission have fail ; commission breach duty; which can render ;  order recovery,support,prem,prem,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-prem
G2,it must be hold ;  follow judgment;  breach principle; there be need; commission have knowledge; commission have end; latter dispute ,G13,it follow above; appeal must be uphold ; judgment must be set extent; it annul article,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
G12,court be entitle ; beneficiary can rely principle;  to support action;  order recovery; it apply principle; it apply case; it fail ; commission have fail ; commission breach duty; which can render ;  order recovery,G13,it follow above; appeal must be uphold ; judgment must be set extent; it annul article,support,prem,conc,A2008_Commission of the European Communities v Salzgitter AG.xml,prem-conc
A7, accord law; commission have difficulty,A8,commission may restrict itself; commission may restrict examination;  take decision;  to satisfy itself;  to satisfy examination;  see p,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A4,commission find ; doubt be raise ; it fall scope;  to adopt number;  to raise objection;  to raise article,A9,legality depend ; doubt be raise ,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A8,commission may restrict itself; commission may restrict examination;  take decision;  to satisfy itself;  to satisfy examination;  see p,A9,legality depend ; doubt be raise ,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A8bis, found article;  to raise objection,A9,legality depend ; doubt be raise ,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A10,applicant seek annulment;  to raise objection; he must prove existence,A12,it follow ; length can stitute indication;  regard patibility; length can not lead clusion; commission should have initiate procedure;  see case;  see effect,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A11,proof may be furnish reference; question exist ;  require investigation;  to raise objection; number be adopt ;  pare assessment; commission rely decision; commission rely information; it rule patibility; it rule see,A12,it follow ; length can stitute indication;  regard patibility; length can not lead clusion; commission should have initiate procedure;  see case;  see effect,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,A13,company plain ; company clude paragraph; it exceed time;  require examination; duration be justify extent; duration be justify circumstance; factor represent circumstance,attack,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A16,court state regard; court state paragraph; it be reinforce factor; passage exceed time; company exceed time;  require examination;  require ec;  may lead clusion; commission encounter difficulty,A17,court examine paragraph;  rely 3f;  relate circumstance;  to reinforce indication; it follow all; 3f have show ; commission be front difficulty,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A1, examine plea;  lay rule; article provide stage; measure undergo examination; number undergo examination;  to enable commission;  to form view,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A2, to make finding; measure do number aid; it fall scope,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A3,measure do raise doubt,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A3bis,measure may raise judgment;  publish ecr;  publish ecr;  publish ecr,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A4,commission find ; doubt be raise ; it fall scope;  to adopt number;  to raise objection;  to raise article,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A5,commission adopt decision; it declare number; it refuse ;  to initiate procedure;  lay article,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A6, follow examination; it find ; number raise doubt; commission be require ;  to adopt basis;  initiate procedure;  initiate article,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A9,legality depend ; doubt be raise ,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A12,it follow ; length can stitute indication;  regard patibility; length can not lead clusion; commission should have initiate procedure;  see case;  see effect,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A14,number withstand ; it clude paragraph; court hold paragraph; 3f state ; there be difficulty;  to raise doubt;  regard patibility,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A15,court hold paragraph; length do suffice ; number do suffice ;  to show existence; company stitute indication,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
A17,court examine paragraph;  rely 3f;  relate circumstance;  to reinforce indication; it follow all; 3f have show ; commission be front difficulty,A18,3f presuppose plea; court do draw inference; court do draw finding;  make paragraph; duration be justify light; court examine ;  result duration; indication be reinforce factor,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B3, result duration; indication be reinforce factor;  relate circumstance; that have surround adoption; company clude paragraph; 3f have show ;  front difficulty,B2,3f seek ; court examine duration; court examine isolation; it need be state ;  follow paragraph; line be found reading,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B4, to advance argument;  to advance court;  relate tent; 3f can not company ; court do take matter; court do take account;  e paragraph; applicant to prove existence;  to raise doubt,B2,3f seek ; court examine duration; court examine isolation; it need be state ;  follow paragraph; line be found reading,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B2,3f seek ; court examine duration; court examine isolation; it need be state ;  follow paragraph; line be found reading,B5,part must be reject ,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B13, point paragraph; 3f suggest part; duration can not demonstrate existence; duration can not demonstrate itself;  regard patibility,B10,company plain ; court do give weight; it must be acknowledge ; period exceed time;  require examination,attack,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B8, accord law; it follow subparagraph; appeal must indicate element; appellant seek ;  advance support;  see case;  see case,B14,weight be require ;  to be accord duration; it exceed number;  require examination;  give weight,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B9,company plain ; court reach clusion;  specify basis;  to have reach one,B14,weight be require ;  to be accord duration; it exceed number;  require examination;  give weight,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B11,fact remain ; court hold assessment;  advance company;  cerne circumstance;  to reinforce indication;  result duration,B14,weight be require ;  to be accord duration; it exceed number;  require examination;  give weight,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B12,it should be e ; 3f do derive argument; 3f do derive tent,B14,weight be require ;  to be accord duration; it exceed number;  require examination;  give weight,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B13, point paragraph; 3f suggest part; duration can not demonstrate existence; duration can not demonstrate itself;  regard patibility,B14,weight be require ;  to be accord duration; it exceed number;  require examination;  give weight,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B14,weight be require ;  to be accord duration; it exceed number;  require examination;  give weight,B15,part must be reject ,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
B5,part must be reject ,B16,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
B6,part must be reject ; court examine each;  advance company;  cerne circumstance,B16,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
B15,part must be reject ,B16,plea must be dismiss ,support,prem,conc,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-conc
C4, put infringement;  put it;  put instance;  support sideration; line be link line; company cerne infringement,C5, initiate proceeding; title mention principle; company clude line;  cerne plea; paragraph state ;  to open procedure; commission infringe provision;  apply law;  to open procedure; failure stitute infringement,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
C1, accord law;  to state reason;  owe court;  owe article; which apply court; which apply virtue; obligation require it;  to disclose reasoning;  to disclose way;  follow it;  to enable person;  to ascertain reason; court to exercise power;  see p,C8,3f do set line; 3f do set action;  relate infringement; court can be not reproach ;  having dismiss plea;  allege infringement;  state reason;  state judgment,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
C2,court give reason; requirement can be not interpret ; it be oblige ;  to respond detail;  to respond argument;  advance applicant;  see cases,C8,3f do set line; 3f do set action;  relate infringement; court can be not reproach ;  having dismiss plea;  allege infringement;  state reason;  state judgment,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
C3,it follow paragraph;  read junction;  initiate proceeding; application must tain summary; it be base ,C8,3f do set line; 3f do set action;  relate infringement; court can be not reproach ;  having dismiss plea;  allege infringement;  state reason;  state judgment,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
C5, initiate proceeding; title mention principle; company clude line;  cerne plea; paragraph state ;  to open procedure; commission infringe provision;  apply law;  to open procedure; failure stitute infringement,C8,3f do set line; 3f do set action;  relate infringement; court can be not reproach ;  having dismiss plea;  allege infringement;  state reason;  state judgment,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
C6,3f state respect;  have regard;  spend issue; number reveal case;  involve question; commission should have open investigation; states submit ment,C8,3f do set line; 3f do set action;  relate infringement; court can be not reproach ;  having dismiss plea;  allege infringement;  state reason;  state judgment,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
C7,3f state ; question be raise case,C8,3f do set line; 3f do set action;  relate infringement; court can be not reproach ;  having dismiss plea;  allege infringement;  state reason;  state judgment,support,prem,prem,"R2013_3F, formerly Specialarbejderforbundet i Danmark (SID) v European Commission.xml",prem-prem
